description,code,style,topic,keywords
#
"реализуй структуру Node для односвязного списка с методами добавления элемента в конец и вывода списка","#include <iostream>\nusing namespace std;\n\nstruct Node {\n    int data;\n    Node* next;\n    \n    void append(int value) {\n        Node* newNode = new Node{value, nullptr};\n        Node* current = this;\n        while (current->next != nullptr) {\n            current = current->next;\n        }\n        current->next = newNode;\n    }\n    \n    void printList() const {\n        const Node* current = this;\n        while (current != nullptr) {\n            cout << current->data << \" \";\n            current = current->next;\n        }\n        cout << endl;\n    }\n};\n\nint main() {\n    Node* head = new Node{1, nullptr};\n    head->append(2);\n    head->append(3);\n    \n    head->printList();\n    \n    delete head->next->next;\n    delete head->next;\n    delete head;\n    \n    return 0;\n}","using_namespace_std","structures","struct,pointer,dynamic_allocation,linked_list,while_loop,append,print,delete,cout,endl"
"реализуй структуру Node для односвязного списка с методами добавления элемента в конец и вывода списка без using namespace std","#include <iostream>\n\nstruct Node {\n    int data;\n    Node* next;\n    \n    void append(int value) {\n        Node* newNode = new Node{value, nullptr};\n        Node* current = this;\n        while (current->next != nullptr) {\n            current = current->next;\n        }\n        current->next = newNode;\n    }\n    \n    void printList() const {\n        const Node* current = this;\n        while (current != nullptr) {\n            std::cout << current->data << \" \";\n            current = current->next;\n        }\n        std::cout << std::endl;\n    }\n};\n\nint main() {\n    Node* head = new Node{1, nullptr};\n    head->append(2);\n    head->append(3);\n    \n    head->printList();\n    \n    delete head->next->next;\n    delete head->next;\n    delete head;\n    \n    return 0;\n}","explicit_std","structures","struct,pointer,dynamic_allocation,linked_list,while_loop,append,print,delete,std::cout,std::endl"
#
"создай структуру для представления дроби с методом приведения к общему знаменателю с другой дробью","#include <iostream>\nusing namespace std;\n\nstruct Fraction {\n    int numerator;\n    int denominator;\n    \n    void print() const {\n        cout << numerator << \"/\" << denominator << endl;\n    }\n};\n\nvoid findCommonDenominator(Fraction& f1, Fraction& f2) {\n    int commonDenominator = f1.denominator * f2.denominator;\n    f1.numerator = f1.numerator * f2.denominator;\n    f2.numerator = f2.numerator * f1.denominator;\n    f1.denominator = commonDenominator;\n    f2.denominator = commonDenominator;\n}\n\nint main() {\n    Fraction f1 = {1, 2};\n    Fraction f2 = {2, 3};\n    \n    cout << \"До приведения:\" << endl;\n    f1.print();\n    f2.print();\n    \n    findCommonDenominator(f1, f2);\n    \n    cout << \"После приведения:\" << endl;\n    f1.print();\n    f2.print();\n    \n    return 0;\n}","using_namespace_std","structures","struct,function,reference_parameter,fraction_operations,common_denominator,aggregate_initialization,cout,endl"
"создай структуру для представления дроби с методом приведения к общему знаменателю с другой дробью без using namespace std","#include <iostream>\n\nstruct Fraction {\n    int numerator;\n    int denominator;\n    \n    void print() const {\n        std::cout << numerator << \"/\" << denominator << std::endl;\n    }\n};\n\nvoid findCommonDenominator(Fraction& f1, Fraction& f2) {\n    int commonDenominator = f1.denominator * f2.denominator;\n    f1.numerator = f1.numerator * f2.denominator;\n    f2.numerator = f2.numerator * f1.denominator;\n    f1.denominator = commonDenominator;\n    f2.denominator = commonDenominator;\n}\n\nint main() {\n    Fraction f1 = {1, 2};\n    Fraction f2 = {2, 3};\n    \n    std::cout << \"До приведения:\" << std::endl;\n    f1.print();\n    f2.print();\n    \n    findCommonDenominator(f1, f2);\n    \n    std::cout << \"После приведения:\" << std::endl;\n    f1.print();\n    f2.print();\n    \n    return 0;\n}","explicit_std","structures","struct,function,reference_parameter,fraction_operations,common_denominator,aggregate_initialization,std::cout,std::endl"
#
"создай структуру для представления студента с методом определения стипендии на основе среднего балла","#include <iostream>\n#include <string>\nusing namespace std;\n\nstruct Student {\n    string name;\n    double averageGrade;\n    \n    string scholarshipStatus() const {\n        if (averageGrade >= 4.5) {\n            return \"Повышенная стипендия\";\n        } else if (averageGrade >= 4.0) {\n            return \"Обычная стипендия\";\n        } else {\n            return \"Без стипендии\";\n        }\n    }\n};\n\nint main() {\n    Student student1 = {\"Анна\", 4.7};\n    Student student2 = {\"Иван\", 4.2};\n    Student student3 = {\"Петр\", 3.8};\n    \n    cout << student1.name << \": \" << student1.scholarshipStatus() << endl;\n    cout << student2.name << \": \" << student2.scholarshipStatus() << endl;\n    cout << student3.name << \": \" << student3.scholarshipStatus() << endl;\n    \n    return 0;\n}","using_namespace_std","structures","struct,string,member_method,const_method,scholarship_calculation,conditional,aggregate_initialization,cout,endl"
"создай структуру для представления студента с методом определения стипендии на основе среднего балла без using namespace std","#include <iostream>\n#include <string>\n\nstruct Student {\n    std::string name;\n    double averageGrade;\n    \n    std::string scholarshipStatus() const {\n        if (averageGrade >= 4.5) {\n            return \"Повышенная стипендия\";\n        } else if (averageGrade >= 4.0) {\n            return \"Обычная стипендия\";\n        } else {\n            return \"Без стипендии\";\n        }\n    }\n};\n\nint main() {\n    Student student1 = {\"Анна\", 4.7};\n    Student student2 = {\"Иван\", 4.2};\n    Student student3 = {\"Петр\", 3.8};\n    \n    std::cout << student1.name << \": \" << student1.scholarshipStatus() << std::endl;\n    std::cout << student2.name << \": \" << student2.scholarshipStatus() << std::endl;\n    std::cout << student3.name << \": \" << student3.scholarshipStatus() << std::endl;\n    \n    return 0;\n}","explicit_std","structures","struct,std::string,member_method,const_method,scholarship_calculation,conditional,aggregate_initialization,std::cout,std::endl"
#
"создай структуру для представления денежной суммы с методом размена на купюры","#include <iostream>\n#include <string>\nusing namespace std;\n\nstruct Money {\n    int amount;\n    \n    void breakIntoBills() const {\n        int temp = amount;\n        const int bills[] = {5000, 2000, 1000, 500, 200, 100, 50, 10, 5, 2, 1};\n        const string names[] = {\"5000\", \"2000\", \"1000\", \"500\", \"200\", \"100\", \"50\", \"10\", \"5\", \"2\", \"1\"};\n        \n        for (int i = 0; i < 11; ++i) {\n            int count = temp / bills[i];\n            if (count > 0) {\n                cout << names[i] << \" руб.: \" << count << \" шт.\" << endl;\n                temp %= bills[i];\n            }\n        }\n    }\n};\n\nint main() {\n    Money money = {12345};\n    \n    cout << \"Сумма: \" << money.amount << \" руб.\" << endl;\n    cout << \"Размен:\" << endl;\n    money.breakIntoBills();\n    \n    return 0;\n}","using_namespace_std","structures","struct,member_method,const_method,money_breakdown,for_loop,modulus_operator,arrays,string,cout,endl"
"создай структуру для представления денежной суммы с методом размена на купюры без using namespace std","#include <iostream>\n#include <string>\n\nstruct Money {\n    int amount;\n    \n    void breakIntoBills() const {\n        int temp = amount;\n        const int bills[] = {5000, 2000, 1000, 500, 200, 100, 50, 10, 5, 2, 1};\n        const std::string names[] = {\"5000\", \"2000\", \"1000\", \"500\", \"200\", \"100\", \"50\", \"10\", \"5\", \"2\", \"1\"};\n        \n        for (int i = 0; i < 11; ++i) {\n            int count = temp / bills[i];\n            if (count > 0) {\n                std::cout << names[i] << \" руб.: \" << count << \" шт.\" << std::endl;\n                temp %= bills[i];\n            }\n        }\n    }\n};\n\nint main() {\n    Money money = {12345};\n    \n    std::cout << \"Сумма: \" << money.amount << \" руб.\" << std::endl;\n    std::cout << \"Размен:\" << std::endl;\n    money.breakIntoBills();\n    \n    return 0;\n}","explicit_std","structures","struct,member_method,const_method,money_breakdown,for_loop,modulus_operator,arrays,std::string,std::cout,std::endl"
#
"реализуй структуру для представления треугольника с методом определения типа треугольника","#include <iostream>\n#include <cmath>\n#include <string>\nusing namespace std;\n\nstruct Triangle {\n    double sideA, sideB, sideC;\n    \n    string type() const {\n        if (sideA == sideB && sideB == sideC) {\n            return \"Равносторонний\";\n        } else if (sideA == sideB || sideB == sideC || sideA == sideC) {\n            return \"Равнобедренный\";\n        } else {\n            return \"Разносторонний\";\n        }\n    }\n    \n    bool isValid() const {\n        return (sideA + sideB > sideC) &&\n               (sideA + sideC > sideB) &&\n               (sideB + sideC > sideA);\n    }\n};\n\nint main() {\n    Triangle tri = {3, 3, 3};\n    \n    if (tri.isValid()) {\n        cout << \"Треугольник: \" << tri.type() << endl;\n    } else {\n        cout << \"Треугольник не существует\" << endl;\n    }\n    \n    return 0;\n}","using_namespace_std","structures","struct,member_method,const_method,triangle_type,validation,string,conditional,aggregate_initialization,cout,endl"
"реализуй структуру для представления треугольника с методом определения типа треугольника без using namespace std","#include <iostream>\n#include <cmath>\n#include <string>\n\nstruct Triangle {\n    double sideA, sideB, sideC;\n    \n    std::string type() const {\n        if (sideA == sideB && sideB == sideC) {\n            return \"Равносторонний\";\n        } else if (sideA == sideB || sideB == sideC || sideA == sideC) {\n            return \"Равнобедренный\";\n        } else {\n            return \"Разносторонний\";\n        }\n    }\n    \n    bool isValid() const {\n        return (sideA + sideB > sideC) &&\n               (sideA + sideC > sideB) &&\n               (sideB + sideC > sideA);\n    }\n};\n\nint main() {\n    Triangle tri = {3, 3, 3};\n    \n    if (tri.isValid()) {\n        std::cout << \"Треугольник: \" << tri.type() << std::endl;\n    } else {\n        std::cout << \"Треугольник не существует\" << std::endl;\n    }\n    \n    return 0;\n}","explicit_std","structures","struct,member_method,const_method,triangle_type,validation,std::string,conditional,aggregate_initialization,std::cout,std::endl"
#
"создай структуру для хранения статистики по массиву: количество положительных, отрицательных и нулевых элементов","#include <iostream>\nusing namespace std;\n\nstruct ArrayStatistics {\n    int positiveCount;\n    int negativeCount;\n    int zeroCount;\n};\n\nArrayStatistics analyzeArray(const int arr[], int size) {\n    ArrayStatistics stats = {0, 0, 0};\n    for (int i = 0; i < size; ++i) {\n        if (arr[i] > 0) {\n            stats.positiveCount++;\n        } else if (arr[i] < 0) {\n            stats.negativeCount++;\n        } else {\n            stats.zeroCount++;\n        }\n    }\n    return stats;\n}\n\nint main() {\n    int numbers[] = {1, -2, 0, 5, -3, 0, 4};\n    ArrayStatistics stats = analyzeArray(numbers, 7);\n    \n    cout << \"Положительных: \" << stats.positiveCount << endl;\n    cout << \"Отрицательных: \" << stats.negativeCount << endl;\n    cout << \"Нулевых: \" << stats.zeroCount << endl;\n    \n    return 0;\n}","using_namespace_std","structures","struct,function,array_parameter,for_loop,conditional,counting,aggregate_initialization,cout,endl"
"создай структуру для хранения статистики по массиву: количество положительных, отрицательных и нулевых элементов без using namespace std","#include <iostream>\n\nstruct ArrayStatistics {\n    int positiveCount;\n    int negativeCount;\n    int zeroCount;\n};\n\nArrayStatistics analyzeArray(const int arr[], int size) {\n    ArrayStatistics stats = {0, 0, 0};\n    for (int i = 0; i < size; ++i) {\n        if (arr[i] > 0) {\n            stats.positiveCount++;\n        } else if (arr[i] < 0) {\n            stats.negativeCount++;\n        } else {\n            stats.zeroCount++;\n        }\n    }\n    return stats;\n}\n\nint main() {\n    int numbers[] = {1, -2, 0, 5, -3, 0, 4};\n    ArrayStatistics stats = analyzeArray(numbers, 7);\n    \n    std::cout << \"Положительных: \" << stats.positiveCount << std::endl;\n    std::cout << \"Отрицательных: \" << stats.negativeCount << std::endl;\n    std::cout << \"Нулевых: \" << stats.zeroCount << std::endl;\n    \n    return 0;\n}","explicit_std","structures","struct,function,array_parameter,for_loop,conditional,counting,aggregate_initialization,std::cout,std::endl"
#
"реализуй структуру для представления вектора с методом вычисления отражения относительно другого вектора","#include <iostream>\n#include <cmath>\nusing namespace std;\n\nstruct Vector2D {\n    double x, y;\n    \n    double dotProduct(const Vector2D& other) const {\n        return x * other.x + y * other.y;\n    }\n    \n    Vector2D reflect(const Vector2D& normal) const {\n        double dot = dotProduct(normal);\n        double magSq = normal.x * normal.x + normal.y * normal.y;\n        if (magSq == 0) return *this;\n        \n        double scale = 2 * dot / magSq;\n        Vector2D result;\n        result.x = x - scale * normal.x;\n        result.y = y - scale * normal.y;\n        return result;\n    }\n};\n\nint main() {\n    Vector2D v = {1, -1};\n    Vector2D normal = {0, 1};\n    Vector2D reflected = v.reflect(normal);\n    \n    cout << \"Отраженный вектор: (\" << reflected.x << \", \" << reflected.y << \")\" << endl;\n    return 0;\n}","using_namespace_std","structures","struct,member_method,const_method,vector_reflection,dot_product,return_by_value,aggregate_initialization,cout,endl"
"реализуй структуру для представления вектора с методом вычисления отражения относительно другого вектора без using namespace std","#include <iostream>\n#include <cmath>\n\nstruct Vector2D {\n    double x, y;\n    \n    double dotProduct(const Vector2D& other) const {\n        return x * other.x + y * other.y;\n    }\n    \n    Vector2D reflect(const Vector2D& normal) const {\n        double dot = dotProduct(normal);\n        double magSq = normal.x * normal.x + normal.y * normal.y;\n        if (magSq == 0) return *this;\n        \n        double scale = 2 * dot / magSq;\n        Vector2D result;\n        result.x = x - scale * normal.x;\n        result.y = y - scale * normal.y;\n        return result;\n    }\n};\n\nint main() {\n    Vector2D v = {1, -1};\n    Vector2D normal = {0, 1};\n    Vector2D reflected = v.reflect(normal);\n    \n    std::cout << \"Отраженный вектор: (\" << reflected.x << \", \" << reflected.y << \")\" << std::endl;\n    return 0;\n}","explicit_std","structures","struct,member_method,const_method,vector_reflection,dot_product,return_by_value,aggregate_initialization,std::cout,std::endl"
#
"реализуй класс Cache с TTL (временем жизни) для хранения пар ключ-значение","#include <iostream>\n#include <map>\n#include <string>\n#include <ctime>\n#include <utility>\nusing namespace std;\n\nclass Cache {\n    map<string, pair<string, time_t>> data;\npublic:\n    void set(string key, string value, int ttl = 60) {\n        data[key] = {value, time(nullptr) + ttl};\n    }\n    string get(string key) {\n        auto it = data.find(key);\n        if(it != data.end() && it->second.second > time(nullptr)) {\n            return it->second.first;\n        }\n        return \"\";\n    }\n};\n\nint main() {\n    Cache cache;\n    cache.set(\"user:1\", \"Иван Иванов\", 5); // TTL 5 секунд\n    \n    cout << \"Сразу после установки: \" << cache.get(\"user:1\") << endl;\n    cout << \"Ждем 7 секунд...\" << endl;\n    // В реальной программе здесь была бы задержка\n    cout << \"Через 7 секунд: \" << cache.get(\"user:1\") << endl;\n    \n    return 0;\n}","using_namespace_std","structures","class,cache,TTL,time_expiration,std_map,std_pair,time_t,time,nullptr,cout,endl"
"реализуй класс Cache с TTL (временем жизни) для хранения пар ключ-значение без using namespace std","#include <iostream>\n#include <map>\n#include <string>\n#include <ctime>\n#include <utility>\n\nclass Cache {\n    std::map<std::string, std::pair<std::string, std::time_t>> data;\npublic:\n    void set(std::string key, std::string value, int ttl = 60) {\n        data[key] = {value, std::time(nullptr) + ttl};\n    }\n    std::string get(std::string key) {\n        auto it = data.find(key);\n        if(it != data.end() && it->second.second > std::time(nullptr)) {\n            return it->second.first;\n        }\n        return \"\";\n    }\n};\n\nint main() {\n    Cache cache;\n    cache.set(\"user:1\", \"Иван Иванов\", 5); // TTL 5 секунд\n    \n    std::cout << \"Сразу после установки: \" << cache.get(\"user:1\") << std::endl;\n    std::cout << \"Ждем 7 секунд...\" << std::endl;\n    // В реальной программе здесь была бы задержка\n    std::cout << \"Через 7 секунд: \" << cache.get(\"user:1\") << std::endl;\n    \n    return 0;\n}","explicit_std","structures","class,cache,TTL,time_expiration,std::map,std::pair,std::time_t,std::time,nullptr,std::cout,std::endl"
#
"создай структуру для представления вектора с методом вычисления проекции на другой вектор","#include <iostream>\n#include <cmath>\nusing namespace std;\n\nstruct Vector {\n    double x, y;\n    \n    double dotProduct(const Vector& other) const {\n        return x * other.x + y * other.y;\n    }\n    \n    double magnitudeSquared() const {\n        return x*x + y*y;\n    }\n    \n    Vector projection(const Vector& other) const {\n        double dot = dotProduct(other);\n        double magSq = other.magnitudeSquared();\n        if (magSq == 0) return {0, 0};\n        \n        double scale = dot / magSq;\n        Vector result;\n        result.x = scale * other.x;\n        result.y = scale * other.y;\n        return result;\n    }\n};\n\nint main() {\n    Vector v = {3, 4};\n    Vector onto = {1, 0};\n    Vector proj = v.projection(onto);\n    \n    cout << \"Проекция вектора: (\" << proj.x << \", \" << proj.y << \")\" << endl;\n    return 0;\n}","using_namespace_std","structures","struct,member_method,const_method,vector_projection,dot_product,return_by_value,aggregate_initialization,cout,endl"
"создай структуру для представления вектора с методом вычисления проекции на другой вектор без using namespace std","#include <iostream>\n#include <cmath>\n\nstruct Vector {\n    double x, y;\n    \n    double dotProduct(const Vector& other) const {\n        return x * other.x + y * other.y;\n    }\n    \n    double magnitudeSquared() const {\n        return x*x + y*y;\n    }\n    \n    Vector projection(const Vector& other) const {\n        double dot = dotProduct(other);\n        double magSq = other.magnitudeSquared();\n        if (magSq == 0) return {0, 0};\n        \n        double scale = dot / magSq;\n        Vector result;\n        result.x = scale * other.x;\n        result.y = scale * other.y;\n        return result;\n    }\n};\n\nint main() {\n    Vector v = {3, 4};\n    Vector onto = {1, 0};\n    Vector proj = v.projection(onto);\n    \n    std::cout << \"Проекция вектора: (\" << proj.x << \", \" << proj.y << \")\" << std::endl;\n    return 0;\n}","explicit_std","structures","struct,member_method,const_method,vector_projection,dot_product,return_by_value,aggregate_initialization,std::cout,std::endl"
#
"создай структуру EmployeeWithDepartment с вложенной структурой Department и методом для вывода полной информации","#include <iostream>\n#include <string>\nusing namespace std;\n\nstruct Department {\n    string name;\n    int departmentId;\n    string location;\n};\n\nstruct EmployeeWithDepartment {\n    string name;\n    int employeeId;\n    double salary;\n    Department department;\n    \n    void printFullInfo() const {\n        cout << \"Сотрудник: \" << name << \" (ID: \" << employeeId << \")\" << endl;\n        cout << \"Зарплата: \" << salary << endl;\n        cout << \"Отдел: \" << department.name \n             << \" (ID: \" << department.departmentId \n             << \", Местоположение: \" << department.location << \")\" << endl;\n    }\n};\n\nint main() {\n    Department dept = {\"Разработка\", 101, \"Москва\"};\n    EmployeeWithDepartment emp = {\"Иван Иванов\", 5001, 75000.0, dept};\n    \n    emp.printFullInfo();\n    return 0;\n}","using_namespace_std","structures","nested_struct,member_method,const_method,aggregate_initialization,string,cout,endl"
"создай структуру EmployeeWithDepartment с вложенной структурой Department и методом для вывода полной информации без using namespace std","#include <iostream>\n#include <string>\n\nstruct Department {\n    std::string name;\n    int departmentId;\n    std::string location;\n};\n\nstruct EmployeeWithDepartment {\n    std::string name;\n    int employeeId;\n    double salary;\n    Department department;\n    \n    void printFullInfo() const {\n        std::cout << \"Сотрудник: \" << name << \" (ID: \" << employeeId << \")\" << std::endl;\n        std::cout << \"Зарплата: \" << salary << std::endl;\n        std::cout << \"Отдел: \" << department.name \n                  << \" (ID: \" << department.departmentId \n                  << \", Местоположение: \" << department.location << \")\" << std::endl;\n    }\n};\n\nint main() {\n    Department dept = {\"Разработка\", 101, \"Москва\"};\n    EmployeeWithDepartment emp = {\"Иван Иванов\", 5001, 75000.0, dept};\n    \n    emp.printFullInfo();\n    return 0;\n}","explicit_std","structures","nested_struct,member_method,const_method,aggregate_initialization,std::string,std::cout,std::endl"
#
"реализуй структуру Date с полями day, month, year и функцией для проверки корректности даты","#include <iostream>\nusing namespace std;\n\nstruct Date {\n    int day;\n    int month;\n    int year;\n};\n\nbool isValidDate(const Date& date) {\n    if (date.year < 1) return false;\n    if (date.month < 1 || date.month > 12) return false;\n    \n    int daysInMonth;\n    if (date.month == 2) {\n        bool isLeap = (date.year % 4 == 0 && date.year % 100 != 0) || (date.year % 400 == 0);\n        daysInMonth = isLeap ? 29 : 28;\n    } else if (date.month == 4 || date.month == 6 || date.month == 9 || date.month == 11) {\n        daysInMonth = 30;\n    } else {\n        daysInMonth = 31;\n    }\n    \n    return (date.day >= 1 && date.day <= daysInMonth);\n}\n\nint main() {\n    Date date = {29, 2, 2020};\n    \n    if (isValidDate(date)) {\n        cout << \"Дата корректна.\" << endl;\n    } else {\n        cout << \"Дата некорректна.\" << endl;\n    }\n    return 0;\n}","using_namespace_std","structures","struct,function,bool,leap_year,conditional,date_validation,aggregate_initialization,cout,endl"
"реализуй структуру Date с полями day, month, year и функцией для проверки корректности даты без using namespace std","#include <iostream>\n\nstruct Date {\n    int day;\n    int month;\n    int year;\n};\n\nbool isValidDate(const Date& date) {\n    if (date.year < 1) return false;\n    if (date.month < 1 || date.month > 12) return false;\n    \n    int daysInMonth;\n    if (date.month == 2) {\n        bool isLeap = (date.year % 4 == 0 && date.year % 100 != 0) || (date.year % 400 == 0);\n        daysInMonth = isLeap ? 29 : 28;\n    } else if (date.month == 4 || date.month == 6 || date.month == 9 || date.month == 11) {\n        daysInMonth = 30;\n    } else {\n        daysInMonth = 31;\n    }\n    \n    return (date.day >= 1 && date.day <= daysInMonth);\n}\n\nint main() {\n    Date date = {29, 2, 2020};\n    \n    if (isValidDate(date)) {\n        std::cout << \"Дата корректна.\" << std::endl;\n    } else {\n        std::cout << \"Дата некорректна.\" << std::endl;\n    }\n    return 0;\n}","explicit_std","structures","struct,function,bool,leap_year,conditional,date_validation,aggregate_initialization,std::cout,std::endl"
#
"реализуй структуру для хранения статистики продаж по месяцам с методом вычисления общего объема","#include <iostream>\n#include <string>\nusing namespace std;\n\nstruct MonthlySales {\n    string month;\n    double revenue;\n};\n\nstruct SalesStatistics {\n    MonthlySales sales[12];\n    \n    double totalRevenue() const {\n        double total = 0;\n        for (int i = 0; i < 12; ++i) {\n            total += sales[i].revenue;\n        }\n        return total;\n    }\n};\n\nint main() {\n    SalesStatistics stats = {{\n        {\"Январь\", 1000},\n        {\"Февраль\", 1200},\n        {\"Март\", 1500},\n        {\"Апрель\", 1300},\n        {\"Май\", 1400},\n        {\"Июнь\", 1600},\n        {\"Июль\", 1700},\n        {\"Август\", 1800},\n        {\"Сентябрь\", 1900},\n        {\"Октябрь\", 2000},\n        {\"Ноябрь\", 2100},\n        {\"Декабрь\", 2200}\n    }};\n    \n    cout << \"Общий объем продаж за год: \" << stats.totalRevenue() << endl;\n    return 0;\n}","using_namespace_std","structures","nested_struct,array_of_structs,member_method,const_method,for_loop,sum_calculation,aggregate_initialization,cout,endl"
"реализуй структуру для хранения статистики продаж по месяцам с методом вычисления общего объема без using namespace std","#include <iostream>\n#include <string>\n\nstruct MonthlySales {\n    std::string month;\n    double revenue;\n};\n\nstruct SalesStatistics {\n    MonthlySales sales[12];\n    \n    double totalRevenue() const {\n        double total = 0;\n        for (int i = 0; i < 12; ++i) {\n            total += sales[i].revenue;\n        }\n        return total;\n    }\n};\n\nint main() {\n    SalesStatistics stats = {{\n        {\"Январь\", 1000},\n        {\"Февраль\", 1200},\n        {\"Март\", 1500},\n        {\"Апрель\", 1300},\n        {\"Май\", 1400},\n        {\"Июнь\", 1600},\n        {\"Июль\", 1700},\n        {\"Август\", 1800},\n        {\"Сентябрь\", 1900},\n        {\"Октябрь\", 2000},\n        {\"Ноябрь\", 2100},\n        {\"Декабрь\", 2200}\n    }};\n    \n    std::cout << \"Общий объем продаж за год: \" << stats.totalRevenue() << std::endl;\n    return 0;\n}","explicit_std","structures","nested_struct,array_of_structs,member_method,const_method,for_loop,sum_calculation,aggregate_initialization,std::cout,std::endl"
#
"реализуй структуру QuadraticEquation для решения квадратного уравнения с дискриминантом","#include <iostream>\n#include <cmath>\nusing namespace std;\n\nstruct QuadraticEquation {\n    double a, b, c;\n    \n    int solve(double& x1, double& x2) const {\n        double discriminant = b * b - 4 * a * c;\n        \n        if (discriminant < 0) {\n            return 0;\n        } else if (discriminant == 0) {\n            x1 = -b / (2 * a);\n            return 1;\n        } else {\n            x1 = (-b + sqrt(discriminant)) / (2 * a);\n            x2 = (-b - sqrt(discriminant)) / (2 * a);\n            return 2;\n        }\n    }\n};\n\nint main() {\n    QuadraticEquation eq = {1, -3, 2};\n    double root1, root2;\n    \n    int numRoots = eq.solve(root1, root2);\n    \n    cout << \"Количество корней: \" << numRoots << endl;\n    if (numRoots >= 1) cout << \"Корень 1: \" << root1 << endl;\n    if (numRoots >= 2) cout << \"Корень 2: \" << root2 << endl;\n    \n    return 0;\n}","using_namespace_std","structures","struct,member_method,reference_parameter,sqrt,discriminant,quadratic_equation,aggregate_initialization,cout,endl"
"реализуй структуру QuadraticEquation для решения квадратного уравнения с дискриминантом без using namespace std","#include <iostream>\n#include <cmath>\n\nstruct QuadraticEquation {\n    double a, b, c;\n    \n    int solve(double& x1, double& x2) const {\n        double discriminant = b * b - 4 * a * c;\n        \n        if (discriminant < 0) {\n            return 0;\n        } else if (discriminant == 0) {\n            x1 = -b / (2 * a);\n            return 1;\n        } else {\n            x1 = (-b + std::sqrt(discriminant)) / (2 * a);\n            x2 = (-b - std::sqrt(discriminant)) / (2 * a);\n            return 2;\n        }\n    }\n};\n\nint main() {\n    QuadraticEquation eq = {1, -3, 2};\n    double root1, root2;\n    \n    int numRoots = eq.solve(root1, root2);\n    \n    std::cout << \"Количество корней: \" << numRoots << std::endl;\n    if (numRoots >= 1) std::cout << \"Корень 1: \" << root1 << std::endl;\n    if (numRoots >= 2) std::cout << \"Корень 2: \" << root2 << std::endl;\n    \n    return 0;\n}","explicit_std","structures","struct,member_method,reference_parameter,std::sqrt,discriminant,quadratic_equation,aggregate_initialization,std::cout,std::endl"
#
"создай структуру для представления студенческой группы с массивом студентов и методом поиска по имени","#include <iostream>\n#include <string>\nusing namespace std;\n\nstruct Student {\n    string name;\n    int studentId;\n    double grade;\n};\n\nstruct StudentGroup {\n    Student students[10];\n    int count;\n    \n    Student* findStudentByName(const string& name) {\n        for (int i = 0; i < count; ++i) {\n            if (students[i].name == name) {\n                return &students[i];\n            }\n        }\n        return nullptr;\n    }\n};\n\nint main() {\n    StudentGroup group = {{\n        {\"Анна\", 1, 4.5},\n        {\"Иван\", 2, 4.2},\n        {\"Мария\", 3, 4.8}\n    }, 3};\n    \n    string searchName = \"Иван\";\n    Student* found = group.findStudentByName(searchName);\n    \n    if (found != nullptr) {\n        cout << \"Найден студент: \" << found->name << \", ID: \" << found->studentId << endl;\n    } else {\n        cout << \"Студент не найден\" << endl;\n    }\n    \n    return 0;\n}","using_namespace_std","structures","nested_struct,array_of_structs,member_method,pointer_return,linear_search,string,cout,endl,nullptr"
"создай структуру для представления студенческой группы с массивом студентов и методом поиска по имени без using namespace std","#include <iostream>\n#include <string>\n\nstruct Student {\n    std::string name;\n    int studentId;\n    double grade;\n};\n\nstruct StudentGroup {\n    Student students[10];\n    int count;\n    \n    Student* findStudentByName(const std::string& name) {\n        for (int i = 0; i < count; ++i) {\n            if (students[i].name == name) {\n                return &students[i];\n            }\n        }\n        return nullptr;\n    }\n};\n\nint main() {\n    StudentGroup group = {{\n        {\"Анна\", 1, 4.5},\n        {\"Иван\", 2, 4.2},\n        {\"Мария\", 3, 4.8}\n    }, 3};\n    \n    std::string searchName = \"Иван\";\n    Student* found = group.findStudentByName(searchName);\n    \n    if (found != nullptr) {\n        std::cout << \"Найден студент: \" << found->name << \", ID: \" << found->studentId << std::endl;\n    } else {\n        std::cout << \"Студент не найден\" << std::endl;\n    }\n    \n    return 0;\n}","explicit_std","structures","nested_struct,array_of_structs,member_method,pointer_return,linear_search,std::string,std::cout,std::endl,nullptr"
#
"создай структуру для представления отрезка времени с методом проверки пересечения временных интервалов","#include <iostream>\nusing namespace std;\n\nstruct TimeInterval {\n    int startHour, startMinute;\n    int endHour, endMinute;\n    \n    bool overlaps(const TimeInterval& other) const {\n        int thisStart = startHour * 60 + startMinute;\n        int thisEnd = endHour * 60 + endMinute;\n        int otherStart = other.startHour * 60 + other.startMinute;\n        int otherEnd = other.endHour * 60 + other.endMinute;\n        \n        return !(thisEnd <= otherStart || thisStart >= otherEnd);\n    }\n};\n\nint main() {\n    TimeInterval interval1 = {9, 0, 12, 0};\n    TimeInterval interval2 = {11, 0, 14, 0};\n    TimeInterval interval3 = {14, 0, 16, 0};\n    \n    cout << \"Интервал 1 пересекается с интервалом 2: \" \n         << (interval1.overlaps(interval2) ? \"да\" : \"нет\") << endl;\n    cout << \"Интервал 1 пересекается с интервалом 3: \" \n         << (interval1.overlaps(interval3) ? \"да\" : \"нет\") << endl;\n    \n    return 0;\n}","using_namespace_std","structures","struct,member_method,const_method,time_interval_overlap,time_conversion,comparison,aggregate_initialization,cout,endl"
